essay_id,full_text,score
571ac5d,"I think the use of Facial Action Coding Symstem is an great way to identify students emotions. I believe that most students in classrooms become sod or lonely when he/she is doing work that the student doesn't understand. So with the facial action symstem it can interact with students to change their emotions from sad to happy.

It can help change emotions by showing different thing on the computer screens,for and example a student can be sad and the facial regonition can see that he/she is sad and then put something thats joyful on the screen.

The computer can tell if the a student is pretending to be happy or sad by your mucles. Pretending to be happy or sad will cause the symstem to bringout the student real emotions. Most students try to act sad to bring atttion to themselves. If a student appears sad to another student the other students tends to comfront him/she in the wrong way.                                           ",2
4d6c690,"Facial action coding system is a system that is able to tell emotions on the faces of anyone who gets scanned by it. They're classified by: happiness, surprise, anger, disgust, fear, and sadness.

For a student, a facial action coding system, to be able to tell your emotions is probably something that most students do not want. It would probably make most students uncomfortable for a machine to watch their faces to be able to tell what they're feeling. But in a teachers way of seeing this. It can prove valueable to help him or her out with the student and teach them in a certain way that makes the student feel happier or they figure out whats wrong with the student.

Some evidence for this is. ""A classroom coputer could recognize when a student is becoming confused or bored."" They could then modify the lesson for the student and provide more focus in a certain area. Say the studnt was confused and the teacher never knew he was confused because he never really showed it to the teacher. Well this system can do that and be able to tell the teacher that he needs help.

In the end Facial Action Coding System is a great way to help out teachers and make their job a little easier to be able to improve their lessons and make the student smarter. But students like my self wouldn't want a machine to watch them, while im doing their work, and tell the teacher what they're feeling. It would make the student want to hide their emotions even more. Plus you wouldn't want the teacher to know what you're feeling because you could get in trouble if its something bad.          ",3
451c89c,"The use of facial technology in a classroom is a fantastic idea. If a teacher knows how a student is feeling maybe behavior problems could be avoided. Test scores could start to rise because if a teacher knows how you are feeling maybe they can adjust their teaching a little, so you might understand more. Just think of all the possibilities that could happen if a school used facial technology.

Students get angry throughout the day and so do teachers. If you are hiding you are not angry and then one thing tips your boat, that can cause a big scene to occur. With the new facial technology things like this could be avoided because whoever is in your classroom would know how you are feeling today. It might even be a good thing to use this technology on teachers, not just students. Teachers get angry and upset too, so using this technology could help a student know that their techer is struggling a little bit and maybe to give him or her an easier day. This could also allow the students to help better the teachers mood so things may get a little better for him or her.

Now test scores could really benefit from this new technology. If a tecaher knows when a student is bored or confused then the lesson could become modified. The teacher would know that maybe one student or even the whole class is not understanding what is being taught. The teacher could then do whatever they think is right and try and fic the lesson. At the bottom of paragraph two Dr. Huang says what I stated in the sentence above. Think about it, test scores would sky rocket if teachers knew that a student was still confused, but maybe was afriad to ask a question. If the techers also knows a student is afraid to ask a question then that could help the teacher know to maybe boost the student's cofidence more. If a teacher could find all of that out maybe he or she could simply run through the lesson again or ask the student if he or she might need a little extra help. In paragraph three is says that this technology can already identify six basic emotions and fear is one, so if more emotion are learned and recongnized then the teacher could really help solve a problem. Many possibilities could and will come with this technology.

Students could use this not only with teachers, but also with their friends. Kids tend to joke around and not realize when they are hurting someones feelings. This could allow these kids to know when too far has occured. Like almost all kids some are afraid to stand up and say that something has hurt their feelings. This new technology may help the problems with bullying. Maybe the bystanders of the bullying would see how truly upset the attacked person is feeling. Kids do a really good job at pretending things do not hurt them, but in reality they hurt them a lot. I know the article does not say anything about this but this is a huge possibility this could be used for. We want to help kids so why not do it this way.

This technology would help so much in a school. many problems occur in schools, that could potentionally be bypassed with this technology. Students and teachers could all benefit from this technology. Who is to say that if it works in a school that more advancements could come out of this new technology. We have no idea what the future holds, but this could be a big part of our future and helping us to unerstand each other a little more. ",5
111c03c,"I think the driverless car is becoming a little to not interesting becasue it clearly says that the car still alerts the driver to take over when pulling in and out of driveways or dealing with complicated traffic issues and they said that the car can only navigate it's self on clear road.

The driverless Cars is basically reffering to the story because people who dont got arms or legs im pretty sure they would want to drive with having to backup in and out of the drive way and not having to worry about being alerted to start driving because a so called smart car cant navigate it self through traffic you might as well drive a regular car and thats like us on a clear road and we just put our stuff on cruise control.

I really do not think this car is safe at any kind of way but i see where they are coming from but it just makes no sense to have car that cant do certain stuff to get through and i also think if its smart enough to switch lanes and stuff by its self than i think it should be smart enough

to get through traffic accidents and it definetely should be able to pull into a simple drive through and even if they was to sell the car it would cost to much only the rich could buy it.

I like the idea i really do but i wont be driving it anytime soon you never know whats going to happened to them self controlled cars espiecally if it runs off of electronic signs and stuff like that but maybe im wrong and it may turn out the greatest car ever invented in the world and eventuslly make millions of dollars but thats jusgt my opinion and my solution of the strory.

Whats the point of having a driveless car when you have to be in it while driving that absolutely makes no apart since at all.",2
1eb708e,"People should join the seagoing cowboys program because you get to go to nine different trip.

Also they give you a lot of supplis so you can take care of the animal good and so they don't run out of food.

another reason you should join is becuase some jods can be hard but some are easy like, just checking on the animals every hour that was lukes jod.

Some details from the article to support luke's claims in why you should join the seagoing cowboys program are seagoing cowboys are more than adventure for luke bomberger.

luke opened up a new world to him.

''I'm grateful for the opportunity.

also another claim is you can go to Europe luke couldn't say no.

He know it was an opportunity of a lifetme.

also being a seagoing cowboy means to take care of the horse, young cow, and mules that were shipped overseas luke and don signed up. luke bomberger said ''it made me more aware of people of other countries and their needs,''and awareness stayed with his family to a numder of international student and exchange visitors of many years.                            ",2
00d4911,"To the senator of florida,

I believe that the electoral college should be abolished. The system is unjust and prevents we, the people to have our individual voices heard. When americans vote they're supposebly voting for the next president, when indeed they're votes only sway the opinion of the elector.

Think back to a little over a decade ago, to the 2000 presidential elections. Al gore received the popular vote, meaning that he was the one that us, the americans had wanted. Due to the fact that George W. Bush, his rival, received more electoral votes, Bush won, leaving an unfavored president running the country. According to source 2, a gallup poll was taken shortly after Gore had lost the presidency, an entire 60 percent of voters would prefer to have a direct vote, rather than go through the electoral process.

Granted, that the electoral college does give a certainty of outcome and that no region on its own can vote for a president, it does give an equal chance for everybody to have their mostly preffered president (according to source 3), there is however some flaws to these so called ""pros"". Faithless electors exist. These electors totally ignore what the people have to say and cast their own vote. This occured in the 1960's with hawaii and louisiana, and when vice president nixon validated only his opponents electors, he made sure to do so without ""establishing a president"", though it can happen again.

We should all agree with Nixon, carter, and dole on the fact that this system isn't fair. Our voices as individuals aren't heard, and we just vote for the state of electors. We, the people of the united states of America wish to do away with the electoral college.    ",4
f882376,"This essay will be about the advantages of limiting car usage. On the outskirts of Freiburg near the French and Swiss borders, parking on the street, your driveway, and your home garage are forbidden. In the streets of Vaubans its car free. Except the main throughfare, the tram to downtown. ""As a result, 70 percent of vaubans families do not own cars,and 57 percent sold a car to move here"". The people living here are much happier living here. Heidrun Walter, in the verdant streets the chatter of wandering children drown outh the distant motor.

On Monday the motorist with the even numberd license plate in Paris were ordred to leave their cars home or they will be fined. 4000 were fined and 27 impounded because of there reaction. Same would aplly to the odd numbers the next day. Paris has enforced a partial driving ban to clear the air of global city. Paris has more smog than some European Capitals, because of cold nights and warm days caused the warmer layer of air to trap car pollution. Delivery companies complained of lost product while exceptions were made for plug in cars.

and cars carrying three or more passengers.

Bogota, Colombia in a program Bogota colombia in a program set to spread to other countries. Millions of colobians hiked biked skated or took busses to work during a car free day.    ",1
7941894,"The technology used in the story is valuable while it reads facial structure, it can evenpin point what exspetion Mona lisa has. They can figure out what she has by the computers information.

First, the calculations that this computer has made is reflecting on her facial features. Paragraph 1 says, ""She's 83 percent happy, 9 percent discusted, 6 percent fearful, and 2 percent angry. Tis shows how the computer calculates to her facial features depending on muscle in the face. In paragraph 3 it states,"" The process begins when the computer constructs a 3-D computer modle of the face, all 44 major muscles in the model must move like human muscles.

Second, the desciption of this software take out different inits of emotions by you face structure, In paragraph 4 it states, "" The new emotion-recognition software tracks these facial movements, in a real face or in painting face of Mona lisa. By weighing in different units, the software can even identify mixed emotions"".This shows how the device works and what is exactly calculates.

Finally, the many ways the computer claculates your facial structure depends on how you feel. In paragraph 6 it states,""The Mona Lisa demonstration is really intended to bring a smile to your face, while it shows just how much this computer can do"". This shows how the demonstration of Mona Lisa makes a person feel happy and how they choose to mrket their product. Pragraph 6 also states,"" The same technology can make compuer animated faces more expressive"". This shows how they could furtther their computer development.

This computer is valuable and helps people figure out how people are feeling. The computer will be a good peice of equipment on the market is it is able to be used by proffessions and teachers.",3
06b51cb,"Today, 1976, we found a face on the land of mars. When we all saw the picture we get surprised.

Sence the day of that picture all of us working in NASA tried to find out what was that. It did have a great impact to NASA because if someone else saw the picture, it will make panic to the audience and the world.

So all those years we studied mars and it's land's forms to see if there were others that look a like. We didn't find other that look a like so people start to make their own ideas of the face.

Most people though that was made for aliens, but it wasn't. We discovered that there was nothing on there just rocks and natural land. And one of are partners came with the idea of a natural structure or a mesa. He think in that because if people or aliens live in there it's most be something in there that help us see if they live in there.

NASA send people to see if they could find something in there that may help us, but not.

So we decided to show it to the world because it was just a mesa. People got scared in the start but when they see that there were no aliens they relax and some studious used that for movies, books, etc.

And sense that day everyone it's okay with stuff that they don't understand, because they know that is just something new. ",3
d799e31,"The author of ""The Challenge of Exploring Venus"" supports the idea that studying Venus is a worthy persuit despite the dangers very effectively by discussing the dangers of Venus, comparing Earth and Venus, and bringing up innovative methods of getting past the obstacle of Venus' harsh conditions.

The author brings up the dangers of exploration on Venus throughout the article.

In Paragraph 3, he says, ""These conditions are far more extreme than anything humans encounter on Earth; such an environment would crush even a submarine accustomed to diving to the deepest parts of out oceans and would liquefy many metals.""

It is explained that the atmosphere is almost 97 percent carbon dioxide, the temperature is over 800 degrees Farenheit, and the geology and weather make up a dangerous environment.

The author's use of these specific details and descriptions informs the reader how dangerous Venus really is, and sparks their curiousity for the benefits of exploring Venus.

The author explains in Paragraph 4 that Venus was likely much like how Earth is now, with oceans and a supportive environment for the growth of living things.

Today, Venus is rocky, with similar geographical features to Earth.

By providing the reader with this information, the author helps build the understanding of the importance of Venus to humans on Earth.

This new insight teaches readers that because Venus is so similar to Earth, it would be important to gain more knowledge on it.

In Paragraph 5, the author talks about NASA's solution of using a floating vehicle to study Venus in survivable conditions.

He later encourages people to view the risks as challenges that inspire innovation.

Innovation leads to improved technology and better, more effective ways to gain knowledge on Venus.

One example of this innovation is ""simplified electronics made of silicon carbide.""

Another example is more work on mechanical computers, that ""can be made more resistant to pressure, heat, and other forces.""

The author supported his idea that studying Venus is worth the risks by explaining all of the ways that

scientists are working to improve methods of exploring Venus.

This support is useful because it can inspire the reader and provide important information.

In ""The Challenge of Exploring Venus,"" the author effectively supports his idea that studying Venus is worth the danger by listing those dangers, explaining benefits of gaining insight on Venus, and discussing the ways scientists are currently working towards better exploring technology.",3
decd887,"""The cattle-boat trips were an unbelieveable opportunity for a small-town boy,"" he says. ""Besides helping people, I had the side benifit of seeing Europe and China. But seeing the Acropolis in Greece was special,""

Luke had a great time going to take the cattle across water. Luke had the opprotunity to see China, Europe, taking a gondola ride, and even toured an excavated castle in Crete, then marveled at the Panama Canal. Luke was lucky to be able to get that job. People interested in joining that program shuld go out there and try to get it. There are seven good reasons people should join that area of job vacinity. One good reason is it will be fun because you could get to see some things you have always wanted to see and you could go places you have never been before.

The second reason you should join is its for an extremely good cause because it helps animals get where they need to go. Another reason people should join is because you could inspire people to do good for the world like start someting new. The fourth reason people should join is they could get an adventure out of it like luke and traveling to Crete to see an excavated castle. The fifth reason people could join is that. The sixth reason is it could start a chain of good things people do for each other. The final reason people should join is it could make people aware about other countries needs and their people.

People should join because it can help the earth them and everyone else. Luke didnt join because he knew he would get more money he joined because ""He couldn't say no. He knew it was an opprotunity of a lifetime.""

""Im grateful for the opprotunity,"" he says. ""It made me more aware of people of other countries and their needs."" Luke had a great opprotunity and he took it that made him get a better start in life thats another reason people should attempt to get the job when its offered. The job may or may not help them in life but it might help somebody else who knows maybe it will start a chain of good deeds.

In conclusion this could help people get a good start on life and get a start in their country. People should join becaus eanimals need their help- to get across water. Th eting their doing is for a really good cause they are trying to help animals so they basically arent put in confined

spaces. People would do that job because they would want to help animals, the enviornment, and even people and their countries. This gives people the chance to get to work better and get out of working at a grocery store.

Everyone should get out there and join. It

helps everythin and everyone.   ",2
fb9e259,"Technology adavncements have come a long way since the primitive sticks and stones of the early human era and dueing this time humans have been constanly creating new inventions for different tasks. now there is a new technology that will allow people to calculate emotions. This new invention to read humans emotions to an exceptionally accurate percent can and will be a valuable asset later in life for reading our emotions which in turn will help tell the truth when we dont want to,find what is bothering people so it can be fixed, as well as keeping people focused in their daily lives.

This will be useful in our everday lives because it is a more advanced and accurate form of something we already use daily. for instance we as humans ""calculate"" these emotions when we are looking at a friend and we can ""tell how a friend is feeling simply by the look on his or her face"". but despite that we humans still cannot accurately describe and convey the truth behind the emotion. we may see a person who is happy but in reality they are very down and upset or angry. this is where this new technology comes into play. With this new tecnology people will be able to find the true emotion becuase it can detect mixed emotions and the emotions that make it up. because of this peoople then can respond in a way that is needed to either make the situation better or keep it on the same topic that it is currently on. this technology could also keep people focused and alert due to this technology responding to keep attention to the task at hand. for example

"" a classroom computer could recognize when a student is becoming confused or bored ."" ""then it could modify the lesson like an effective human instructor."" Or if you are an adult the technology could respond to your emotions and change itself to fit your needs the best. This use of the new technology would help both the people of the working class and students who are trying to stay focused on the class and its lessons. in addition to this the technology can also be used for entertainment. the technology would ""make computer -animated faces more expressive"" which would ensure more happines from the user.

Because of all the advanced tasks that the new technology can do such as help tell the truth, keep attention to task at hand, help fit itself to specific needs and create better entertainment. This new technology will come with great benefits and is definetly a helpful recource that should be implmented into classrooms and other facilities to ensure a better and more productive daily life.  ",4
b1bd537,"I support driverless cars. Driverless cars could make this world a safer place. Driverless cars drive for you if you want it to. If theres a construction area, traffic hold up, or its icey out you can take control of the car. If you ever feel unsafe in the car when you aren't driving you can take control. Its not like these cars are always driving for you. These cars are very impressive.

These cars would start out very expensive because they are so high tech. It would be hard for some people to afford them. If older people buy these cars it would be better for them. It could drive for them at night if they can't see as well. Or younger people that maybe aren't the best at driving. If your parents don't trust you with your liscense these cars would help. It would make your mom worry a lot less. These cars provide safe driving.

Driverless cars steer for you, the seat vibrates when you might be going into a hazardess area where you need to take control, and it has a GPS reciever. If you have an emergency and need to text someone this car provides safety. It will drive for you when you are texting. Hopefully people won't use this car the wrong way and text all the time because you still need to be aware of what's going on around you.

You don't need to worry about wrecking your car if this car is driving for you. If you are driving there is still a chance you could wreck it. Driverless cars have motion sensors and other things that make it safe in that range.

So all in all these cars provide safety. They have so many qualities that make them usable and great cars. This could be one of the best inventions in this world. It could create less crashes, less drunk driving accidents, less texting and driving accidents,and on and on. I hope they make this car to create a better world. It would help people in so many ways. Movies fanticize about driverless cars so why not actually have and use them. Driverless cars are coming no matter what people have to say about them. If you don't agree with them don't buy one, its simple. They say we will have these cars by 2020. Its coming so quick. The destination is almost here. ",3
af44cce,"The article 'The Challenge of Exploring Venus"" is very convincing. The author had many great points and was also compairing Venus to Earth. Definitly will grab your attention. A really great con of exploring Venus is that it has many common things to Earth. In paragraph 2 it states that Venus is often referred to Earth as a twin. Also it states that Venus is the second planet in our solar system. Another con why Venus is a great topic to explore is that if there was ever a time in a life time that we had to live in another world, Venus is the answer to that problem. In paragraph 5 it states that

NASA has particulary compelling ideas for sending humans to study Venus, but it the temperatures would be toasty at sorund 170 degrees Fahrenheit. Not easy conditiond, but survivable for humans.

Over alll I think we should continue reaseaching about Venus and exploring Venus, not only because it would help us humans learn more about our solar system, but it could be a new home for our community.",2
0d5876f,"Living on a different planet would be something amazing. Getting to see new enviorments and see new things. That may be why scientist are trying to study Venus. Venus is filled with things that show that it once was livable. Some even say that it can be the Earths twin beacuse of the similiarites they have. But it's also very difficult to be able to study Venus because of conditions that make it use impossible to be there.Which can be a major setback for people. But if they succeed it can be a big deal here's why.

Venus shows many similarities to Earth. Some people even consider them to be twin planets. We know this because according to the article on paragraph 2 it states"" Often referred to as Earth's "" twin"". Venus is the closest plant to Earth I terms of denisty and size. This shows us that their just consider as twins but they also show similiar size and density. Which concludes why they are consider twins because of their size.

This also shows many more similar things to Earth such as what it has on the planet. Eath has valleys,oceans,moutains, and craters. Well Venus is considerd to have these millions of years ago. We can confirm this because from the text on paragraph 4 it states ""Venus still has soe featyres that are analogous to those on Earth. The planet has a surface of rocky sediment and includes familiar features such as valleys,mountains and craters. From this information we can pick out some key simliarties that show that Venus once had these things that Earth also has.

Once NASA found out about these things on Venus they wanted to explore the planet. So NASA decided to launch nurmerous spacecraft to Venus once the plant would get closer to Earth. But each spacecraft was unmanned, we know this because if look back into the text you can see in paragraph 2 it states"" Each pervious mission was unmanned, and for a good reason, since no spacecraft survived the landing for more than a few hours."" From that we can pick out to thing. NASA have tried to land multiple aircrafts on the planet and that the plant was impossible to land on.

The reason the planet was impossible to land on was because the planet 800 degrees. Which made very difficult to land on. We know this is true beacuse accorinding the passage it states "" On the planet's surface, temperatures averager over 800 degrees Fahrebheit, and the atmospheric pressure is 90 times greater than what we experience on our own planet. From this information we can see how it is very challenging for NASA to land on Venus.

In conclusion I think studying Venus can be worth it beacuse it shows great potential.It also shows lots of possibilities for human life to be on it. Just beacuse of the extreme weather conditions doesn't mean we shouldn't be able to explore it. It can lead to another world that we can discover. This is why I think we should study Venus .           ",3
20dda58,"""

the Electoral college have been discovred by our founding fathers in the constitution""

why distroy something that was given to us? over time we have been voting for the Electoral College not the president. I personally think we should be able to vote based on popular vote,

Over years, we voted for the Electoral College it consits of voting for President and Vice President and the counting of the electoral votes by congress, sounds diffict right? well this is how they run things, personally I think we should vote based on popular votes because according to source 2 under ""

what's wrong with the electoral college""

many people get confused about the electors and vote for the wrong candidate, yikes! not always do we get control whom we vote for , it all depends on the state. We should be equal, Electoral college is unfair to voters. in the same source they state that the electoral college is unfair, outdated and irrational harsh words? but its true.

Lets take a look at the present. President Obama who won the vote, got 29 electoral votes since were a large state we get more votes. take a look at map where its shows the breakdown of the number of electoral votes, it shows each state. many small state have less than 5 electoral votes simply because its not huge, but yet again you're voting for a presidential candidate you're actually voting for a slate of electors. Popular votes have many benfits such as equallty and justice's. In source 3:

""In Defense of the Electoral College:Five reasons to keep our despised method of choosing the president""

paragraph 21 popular vote was very close in Florida (2012) .

It have been said that the Electoral College method of selecting the president may turn off a potential voters for a candidate who has no hope of carrying their states. popular votes have a chance and will be picked based on popular vote. In source 3: states that they is no pressure for run-off elections ,It's provided a clear winner , sounds good doesn't it? One single vote can decide an election sounds stressful. Popular votes are bascially stress free and in the Democrats in Texas ,Republicans in california  their vote have no effect they leave it to the popular vote.

In conclusion, popular votes have such great benfits and had more justice and give better oppourity to those who bascially are in a sticky sitution. Electoral College have so much to do with the voce president and is indirect.         ",2
3981208,"In 2020 Mercedes-Benz, Audi, and Nissan are believed to be coming out with driverless cars? This is going to change the world. There have been many driverless cars, but people do not hear about them that often. I think that more people should hear about them people because driverless cars are the future.

If Mercedes-Benz, Audi, and Nissan come out with driverless car, i'm going to have to get one. I'm not sure if you have your hands on the steering wheel, but if you don't. You can do whatever you want. There's alot of people hating on driverless cars because they think its dangerous. People probably thought cars were dangerous back when cars were new. This could save people not kill people. There's alot of drunk people who die in a regular car and if they were in a driverless car they probably would have been safe. People are always afraid of change.

People need to spread news about driverless cars because they are going all over the world.",2
f2b1720,"The face look alike that was on Mars was not created by aliens. Many people may believe that but they might just want to belive that there are such things as aliens. The face was created by just landforms. Reasonings being is, MOC, or Mars Orbiter Camera took a picture, the NASA's Viking spacecraft did not get such an accurate photo, and people over the interent were making their own stories up to make it seem like there was an alien that made that.

MOC (Mars Orbiter Camera) took a picture of the face like rock. When they took a picture that was alot more accurate and sharper looking than what Viking's had taken, they were able to zoom in and look at more then just the face. The passage says, "" Thousands of anxious web surfers were waiting when the image first appeared on a JPL website, revealing . . . a natural landfrom. There was no alien monument after all."" Which, since they ARE scientist, they have done their research on the picture and done as much looking into as they possibly could have.

NASA's Viking spacecraft did not get an accurate photo. In the article it says, ""... Viking 2, when it spotted the shadowy likeness of a human face."" So, when the Viking's took the picture and the shadow was in it, it made it look something more than what the MOC had caught. The Viking's had no profesional camera to take that picture of the landform. Also, they were far away from the planet, they were circling it, so the shadow that they were seeing had to of been from something else. Or maybe from what they were even in.

People over the internet were making their own stories up. In the article it states, ""A few days later NASA unveiled the image for all to see. The caption noted a 'huge rock formation . . . which resembles a human head . . . formed by shadows giving the illusion of eyes, nose and mouth."" Since people believe whatever they see on the interent, they had to of jumped to conclusions and people had to of been throwing out the idea of ""Oh! that has got to be made by an alien!"" so that's what people starting saying. The NASA reveiled th photo hoping it would bring attention to Mars, but that is sure what they got. But it was the atention that an alien had made the landform.

So, with that being said, MOC had actual camera photage of the landform, NASA's Viking spacecraft did not get accurate pictures, and people over the internet were just trying to make it seem like an alien was real. That proves that the face was just a natural landform.",4
1c84510,"Dear Senator,

I was recently was informed that the electrol collge system is going under. It helps use with our votes. If we lose it certain American citizens votes will not be counted in for the president election. I believe that we American citizens should be able to vote. Our votes should all matter. We as a nation are one. One vote we all should be able to vote.

To begin with,

We hold our next presidnet in our hands. Thats why we should change the election by popular votes. If everybody over the age of 21 votes all of our votes would be counted in and we would pick our president. We should also keep the electrol college so congress helps our nation to vote also. Because if we give this country over to the wrong president our country could fall and we could go under. One of the reasons that our country is still standing today is because we as a nation have pick a great president, without hessition. Back in the old days we didnt have a right to vote. We are blessed to be able to vote and a system like the electrol college today. If we lose the electrol college we lose hope and faith that our country we be still standing.

In conclusion,

We americans are sometimes not greatful for the things we have but without we are lost. Senator we need your help. Without the electrol citizen we lose hope on our country. Please let us down.    ",2
869ffcc,"Dear senator,

I belive that we shouldn't keep the Electoral College. The election by popular vote is more fair for electing a president.

First off, going with election by popular vote is more fair. For example, in the article ""Does the Electoral College Work?"" the author states, "" Obama, who won that vote got 29 electoral votes. A victory by the same margin in Wyoming would net the winner only 3 electoral votes. So,other things be equal, a large states gets more attention from presidental candidates in a campaign than a small state does..."" Its not fair that small towns/states gets less attention for the president because their opinion and votes dont really matter if they get less attention. Another reason for my argument is, ""Democrats in Texas, for example, or Republicans in Califonia. Knowing their vote will have no effect, they have less incentive to pay attentionto the campaign than they would have if the president we picked by popular vote.."" Proving that not many people have a say when voting.

In addition, the election by popular vote seems more better. For example, ""Under the electoral college system, voters vote not for the president, but or a slate of electors, who in turn elect the president."" Why is it that we arent actually voting for a president? That other people are technically voting for us. If we were to vote by popular vote people would actually feel like they are voting for who they want in office.""Consider that state legislatres are technically responsible for picking electors and that those people could always defy the will of the people."" So much time goes into election day but for what? We just vote for how we feel but not for who we vote for.

To conclude, people should feel like they have a say when voting. The Electoral College does not seem fair to others. Election by popular vote is way better and is more fair.                     ",3
3a74972,"Have you ever heard of the face on Mars? In 1976 the Viking 1 was going around Mars to look for a landing spot for Viking 2. They found something that looked to be a face. It was about 2 miles long in a region called Cydonia. The unusual shadows of the ""face"" made it look almost to be an Egyptian Pharaoh.

The scientists just figured it was another Martian mesa which were common to the region, but the caption took notes of a ""huge rock formation, which resembles a human head formed by shadows giving the illusion of eyes, nose, and mouth."" Nasa decided to take a closer look.

On April 5, 1998, the Mars Global Surveyor took a picture 10 times sharper than the original photo. It turns out it was just a natural landform. Not everyone was happy though, they say it was too cloudy to see if there were any alien markings.

Once again on April 8, 2001 the Mars Global Surveyor took another picture on a cloudless summer day. Chief scientist for NASA's Mars Exploration Program, Jim Garvin, says ""Malin's team captured an extraordinary photo using the camera's absolute maximum resolution."" The picture was so close that if there were anything on the ground we would've been able to see them. The picture shows the Martian is equivalent of a butte or mesa.

In conclusion, there were no alien momuments or anything weird happening. It was just a natural landform, although NASA wishes there was an ancient civilization on Mars.                   ",2
4613f8f,"I think that you should join the Seagoing Cowboys because in the text Luke said that it was an opportunity of a lifetime. Many countries were left to ruins, but then 44 nations joined together which formed the Seagoing Cowboys. Now wouldn't you like to help with this journey by becoming a Seagoing Cowboy. I'll support my reasons in a minute so keep on reading.

When Luke became a Seagoing Cowboy he knew he was going to risk a lot but he had determination that you should have too. When you join the program you are not only becoming a voice, but you are being let in do a good soceity. It may be frightening at times but i bet it'll be worth it. If your not sure of ot try it until you are. The cattle-boat trips are just unbelievably amazing ,especially when you see new countries while still being at work! It's like your on vacation everyday.

There are some dangers at sea but nothing someone with a good attitude can't conquer. While on board, after all the animals are unloaded you can play games and do activities like table table tennis, tournements, fencing, boxing, reading, and whittling. Becoming a Segoing cowboy will open up your eyes and let you realize there is more to life than technology. I know,I know you'll miss your phone but this will be so much more rewarding! So do it become a Seagoing Cowboy!

As you can tell it would be great to become a Seagoing Cowboy I hope my reasoning was enough courage to get up right now and fiind a way to sign up. I promise it'll be great!                               ",2
b6273ed,"How to be a Cowboy Who Rode the Waves and Seagoing Cowboy program that allowed him to experience adventures that to be a cowboy. If you want to be a cowboy you would need to have a farm and some animal. The cowboys have a hard job to do because they would need to feed the animals, get the animal food, and wash them off and clean the stalls. A cowboy can be helpful for the animals so they would need some food and some water to stay alive. Alot of Seagoing Cowboys have alot of adventures with there animals. Luke can be a good cowboy because he helps his animals feed and have plently of water to live. Luke can travel alot with some of his animals and be a good cowboy traveling. It is fun to be a cowboy and with some animals. Luke has been through alot of countries were left in ruin. Luke helped some of the countries to recover their food supplies, animals, and more, 44 nations joined together to form UNRRA. The UNRRA hired Seagoing Cowboys to take care of the horses, young cows, and mules that were shipped overseas. So Luke and Don signed up. Then they were proud of them to do that. Luke also toured an excavated castle in Crete and marveled at the Panama Canel on his way to Chine. Luke traveled across the Atlantic Ocean from the eastern coast of the United States and a month to get to Chine. He was caring for the animals during the crossings kept Luke busy. Luke had to fed and watered the animals for two or three times a day. Also he had bales of hay and bags of oats had to be pulled up from the lower holds of the ship. Stalls had to be cleaned out. That is how to be a Cowboy Who rode the Waves. ",1
8345960,"In the short story "" The Challenger of Exploring Venus,"" the author suggest that studying Venus is a worthy persuit despite it many dangers,beause in paragraph 4 the author states that Venus is ""a sister planet,"" and also"" astronomers are fascinated by Venus because it may well once have been the most earth-like planet in our solar system."" The author is worthy os studying venus because venus is a planet were there could mostlikly have human on the planet, with the new electronis NASA are trying to use to start studying Venus could help. stated in paragraph 7 ""NASA is working on other approaches to studying Venus. For example, some simplified electronics made of silicon carbide have been tested in a chamber simulating the chais of Venus's surface and have lasted for three weeks in such conditions"" is showing readers that even with the dangers getting

Venus to be a planet with living things and people could possibly happen in the long run. Also even if there is dangerous human curiosity can always over power the dangerous, but all the insight ,and electronics being tested to go there with no problem can expand our imaginations,and innovations. The author was trying to explain that "" Our travels on earth and beyond should not be limited by dangers and doubts"".",2
8101828,"The author supports his/her idea well with all the details they gave of the temperatures and conditions of Venus. Although it seems near impossible, the author leads one to believe that exploring Venus' surface may be more possible than it looks at first glance. There are metals that could survive such conditions.

While floating 30 or so miles above the surface of the fireball-like planet might give us more insight than we already have, to really acquire significant information, we need to get right down on the ground. On the planets surface, temperatures average over 800 degrees fahrenheit. While that may be hot enough to melt a chinsy-built little robot, the author makes a valid point that a system of steel gears and levers would be able to withstand such conditions for a long period of time. If we could send a mechanical-built robot down to explore, it might be able to survive on the surface of Venus long enough to collect some of the information we need. Perhaps a machine made out of tungsten, it'd be heavy, but the melting point would be significantly higher.

In conclusion, the author makes many valid points that Venus is a worthy pursuit despite the dangers that come with the exploration of the planet. Harder metals with hotter melting points are obviously going to last longer. Even floating 30 or so miles above the surface in a space ship could potentially give us more information than we already have. If we have the resources to make landing and exploring our sister planet possible, why not get all the way on the ground and get as much information as possible though?",3
